epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,524.355,0.46909,0.32643,0.93349,0.87241,0.79467,0.89104,0.77194,0.62085,0.5252,1.01053,0.00208,0.00208,0.00208
82,531.491,0.46206,0.31641,0.91456,0.80866,0.8237,0.88571,0.76053,0.61233,0.53632,1.00785,0.001981,0.001981,0.001981
83,537.709,0.47067,0.33042,0.92669,0.82076,0.84745,0.90362,0.77249,0.62786,0.50163,1.01585,0.001882,0.001882,0.001882
84,544.956,0.46722,0.31978,0.92058,0.89093,0.80632,0.91244,0.78483,0.62778,0.48648,1.01268,0.001783,0.001783,0.001783
85,551.538,0.46623,0.32493,0.92189,0.85926,0.85719,0.92488,0.78742,0.64239,0.47334,1.02237,0.001684,0.001684,0.001684
86,557.767,0.47267,0.32184,0.93378,0.83635,0.85273,0.91454,0.77937,0.64954,0.48741,1.03279,0.001585,0.001585,0.001585
87,564.551,0.44261,0.31033,0.91728,0.87715,0.82811,0.90951,0.77514,0.63928,0.49301,1.02143,0.001486,0.001486,0.001486
88,570.302,0.45502,0.30964,0.9307,0.88044,0.83825,0.913,0.78413,0.63026,0.47096,1.01283,0.001387,0.001387,0.001387
89,576.806,0.4424,0.301,0.91047,0.85055,0.84592,0.90105,0.76664,0.62514,0.47183,1.00938,0.001288,0.001288,0.001288
90,583.344,0.42874,0.29768,0.9117,0.87341,0.8362,0.90323,0.77283,0.63558,0.4674,1.01457,0.001189,0.001189,0.001189
91,594.574,0.35882,0.25295,0.8302,0.93543,0.79374,0.87752,0.74892,0.63892,0.5027,1.02068,0.00109,0.00109,0.00109
92,601.75,0.34546,0.23427,0.83744,0.84661,0.82636,0.88519,0.76192,0.62847,0.50096,1.01842,0.000991,0.000991,0.000991
93,608.388,0.33039,0.22582,0.82712,0.89123,0.82045,0.90246,0.75954,0.62954,0.49811,1.0194,0.000892,0.000892,0.000892
94,615.324,0.33426,0.22584,0.83468,0.88408,0.81596,0.88256,0.74161,0.6187,0.50191,1.00899,0.000793,0.000793,0.000793
95,621.58,0.33968,0.23117,0.83752,0.85376,0.81504,0.87847,0.74146,0.60785,0.5013,0.99908,0.000694,0.000694,0.000694
96,628.679,0.31855,0.219,0.82698,0.8516,0.81534,0.89118,0.75639,0.60739,0.49492,1.00071,0.000595,0.000595,0.000595
97,634.787,0.31167,0.2159,0.82226,0.85501,0.82412,0.90419,0.76737,0.60233,0.47826,0.99869,0.000496,0.000496,0.000496
98,641.236,0.30635,0.20955,0.82247,0.93236,0.79286,0.90765,0.76284,0.60913,0.47273,1.00334,0.000397,0.000397,0.000397
99,648.585,0.30762,0.20894,0.81741,0.93244,0.79209,0.90709,0.76545,0.61105,0.47106,1.00547,0.000298,0.000298,0.000298
100,655.123,0.30891,0.20787,0.81408,0.92593,0.79517,0.9084,0.76835,0.60476,0.46789,1.00261,0.000199,0.000199,0.000199
